"LEVEL_3_CO"	"SpecName"
"IOW"	"Empidonax virescens"
"KAN"	"Empidonax virescens"
"KTY"	"Empidonax virescens"
"LOU"	"Empidonax virescens"
"MAS"	"Empidonax virescens"
"MIC"	"Empidonax virescens"
"MIN"	"Empidonax virescens"
"MRY"	"Empidonax virescens"
"MSI"	"Empidonax virescens"
"MSO"	"Empidonax virescens"
"NCA"	"Empidonax virescens"
"NEB"	"Empidonax virescens"
"NWH"	"Empidonax virescens"
"NWJ"	"Empidonax virescens"
"NWY"	"Empidonax virescens"
"OHI"	"Empidonax virescens"
"OKL"	"Empidonax virescens"
"ONT"	"Empidonax virescens"
"PEN"	"Empidonax virescens"
"QUE"	"Empidonax virescens"
"RHO"	"Empidonax virescens"
"SCA"	"Empidonax virescens"
"SDA"	"Empidonax virescens"
"TEN"	"Empidonax virescens"
"TEX"	"Empidonax virescens"
"VER"	"Empidonax virescens"
"VRG"	"Empidonax virescens"
"WDC"	"Empidonax virescens"
"WIS"	"Empidonax virescens"
"WVA"	"Empidonax virescens"
"ARI"	"Empidonax wrightii"
"BRC"	"Empidonax wrightii"
"CAL"	"Empidonax wrightii"
"COL"	"Empidonax wrightii"
"IDA"	"Empidonax wrightii"
"NEV"	"Empidonax wrightii"
"NWM"	"Empidonax wrightii"
"ORE"	"Empidonax wrightii"
"UTA"	"Empidonax wrightii"
"WAS"	"Empidonax wrightii"
"WYO"	"Empidonax wrightii"
"AGE"	"Empidonomus aurantioatrocristatus"
"AGS"	"Empidonomus aurantioatrocristatus"
"AGW"	"Empidonomus aurantioatrocristatus"
"BOL"	"Empidonomus aurantioatrocristatus"
"BZC"	"Empidonomus aurantioatrocristatus"
"BZE"	"Empidonomus aurantioatrocristatus"
"BZN"	"Empidonomus aurantioatrocristatus"
"BZS"	"Empidonomus aurantioatrocristatus"
"PAR"	"Empidonomus aurantioatrocristatus"
"URU"	"Empidonomus aurantioatrocristatus"
"AGE"	"Empidonomus varius"
"AGW"	"Empidonomus varius"
"BOL"	"Empidonomus varius"
"BZC"	"Empidonomus varius"
"BZE"	"Empidonomus varius"
"BZL"	"Empidonomus varius"
"BZN"	"Empidonomus varius"
"BZS"	"Empidonomus varius"
"CLM"	"Empidonomus varius"
"FRG"	"Empidonomus varius"
"GUY"	"Empidonomus varius"
"PAR"	"Empidonomus varius"
"SUR"	"Empidonomus varius"
"URU"	"Empidonomus varius"
"VEN"	"Empidonomus varius"
"CHA"	"Empidornis semipartitus"
"ETH"	"Empidornis semipartitus"
"KEN"	"Empidornis semipartitus"
"SUD"	"Empidornis semipartitus"
"TAN"	"Empidornis semipartitus"
"UGA"	"Empidornis semipartitus"
"AGS"	"Enicognathus ferrugineus"
"AGW"	"Enicognathus ferrugineus"
"CLC"	"Enicognathus ferrugineus"
"CLS"	"Enicognathus ferrugineus"
"FAL"	"Enicognathus ferrugineus"
"CLC"	"Enicognathus leptorhynchus"
"CLS"	"Enicognathus leptorhynchus"
"ASS"	"Enicurus immaculatus"
"BAN"	"Enicurus immaculatus"
"CHC"	"Enicurus immaculatus"
"EHM"	"Enicurus immaculatus"
"IND"	"Enicurus immaculatus"
"LAO"	"Enicurus immaculatus"
"MYA"	"Enicurus immaculatus"
"NEP"	"Enicurus immaculatus"
"THA"	"Enicurus immaculatus"
"WHM"	"Enicurus immaculatus"
"ASS"	"Enicurus leschenaulti"
"BAN"	"Enicurus leschenaulti"
"BOR"	"Enicurus leschenaulti"
"CBD"	"Enicurus leschenaulti"
"CHC"	"Enicurus leschenaulti"
"CHH"	"Enicurus leschenaulti"
"CHI"	"Enicurus leschenaulti"
"CHN"	"Enicurus leschenaulti"
"CHQ"	"Enicurus leschenaulti"
"CHS"	"Enicurus leschenaulti"
"CHT"	"Enicurus leschenaulti"
"EHM"	"Enicurus leschenaulti"
"IND"	"Enicurus leschenaulti"
"JAW"	"Enicurus leschenaulti"
"LAO"	"Enicurus leschenaulti"
"LSI"	"Enicurus leschenaulti"
"MLY"	"Enicurus leschenaulti"
"MYA"	"Enicurus leschenaulti"
"SUM"	"Enicurus leschenaulti"
"THA"	"Enicurus leschenaulti"
"VIE"	"Enicurus leschenaulti"
"AFG"	"Enicurus maculatus"
"ASS"	"Enicurus maculatus"
"BAN"	"Enicurus maculatus"
"CHC"	"Enicurus maculatus"
"CHS"	"Enicurus maculatus"
"CHT"	"Enicurus maculatus"
"EHM"	"Enicurus maculatus"
"IND"	"Enicurus maculatus"
"LAO"	"Enicurus maculatus"
"MYA"	"Enicurus maculatus"
"NEP"	"Enicurus maculatus"
"PAK"	"Enicurus maculatus"
"VIE"	"Enicurus maculatus"
"WHM"	"Enicurus maculatus"
"BOR"	"Enicurus ruficapillus"
"MLY"	"Enicurus ruficapillus"
"MYA"	"Enicurus ruficapillus"
"SUM"	"Enicurus ruficapillus"
"THA"	"Enicurus ruficapillus"
"ASS"	"Enicurus schistaceus"
"BAN"	"Enicurus schistaceus"
"CBD"	"Enicurus schistaceus"
"CHC"	"Enicurus schistaceus"
"CHS"	"Enicurus schistaceus"
"CHT"	"Enicurus schistaceus"
"EHM"	"Enicurus schistaceus"
"IND"	"Enicurus schistaceus"
"LAO"	"Enicurus schistaceus"
"MLY"	"Enicurus schistaceus"
"MYA"	"Enicurus schistaceus"
"NEP"	"Enicurus schistaceus"
"THA"	"Enicurus schistaceus"
"VIE"	"Enicurus schistaceus"
"WHM"	"Enicurus schistaceus"
"AFG"	"Enicurus scouleri"
"ASS"	"Enicurus scouleri"
"BAN"	"Enicurus scouleri"
"CHC"	"Enicurus scouleri"
"CHN"	"Enicurus scouleri"
"CHQ"	"Enicurus scouleri"
"CHS"	"Enicurus scouleri"
"CHT"	"Enicurus scouleri"
"CHX"	"Enicurus scouleri"
"EHM"	"Enicurus scouleri"
"IND"	"Enicurus scouleri"
"KAZ"	"Enicurus scouleri"
"KGZ"	"Enicurus scouleri"
"LAO"	"Enicurus scouleri"
"MYA"	"Enicurus scouleri"
"NEP"	"Enicurus scouleri"
"PAK"	"Enicurus scouleri"
"TAI"	"Enicurus scouleri"
"TZK"	"Enicurus scouleri"
"UZB"	"Enicurus scouleri"
"VIE"	"Enicurus scouleri"
"WHM"	"Enicurus scouleri"
"JAW"	"Enicurus velatus"
"SUM"	"Enicurus velatus"
"SUL"	"Enodes erythrophris"
"BOL"	"Ensifera ensifera"
"CLM"	"Ensifera ensifera"
"ECU"	"Ensifera ensifera"
"PER"	"Ensifera ensifera"
"VEN"	"Ensifera ensifera"
"CLM"	"Entomodestes coracinus"
"ECU"	"Entomodestes coracinus"
"BOL"	"Entomodestes leucotis"
"PER"	"Entomodestes leucotis"
"MAQ"	"Entomyzon cyanotis"
"NSW"	"Entomyzon cyanotis"
"NTA"	"Entomyzon cyanotis"
"NWG"	"Entomyzon cyanotis"
"QLD"	"Entomyzon cyanotis"
"SOA"	"Entomyzon cyanotis"
"VIC"	"Entomyzon cyanotis"
"WAU"	"Entomyzon cyanotis"
"AMU"	"Eophona migratoria"
"CHC"	"Eophona migratoria"
"CHI"	"Eophona migratoria"
"CHM"	"Eophona migratoria"
"CHN"	"Eophona migratoria"
"CHS"	"Eophona migratoria"
"CTA"	"Eophona migratoria"
"KHA"	"Eophona migratoria"
"KOR"	"Eophona migratoria"
"MON"	"Eophona migratoria"
"PRM"	"Eophona migratoria"
"YAK"	"Eophona migratoria"
"AMU"	"Eophona personata"
"CHM"	"Eophona personata"
"JAP"	"Eophona personata"
"KHA"	"Eophona personata"
"KOR"	"Eophona personata"
"KUR"	"Eophona personata"
"PRM"	"Eophona personata"
"SAK"	"Eophona personata"
"NSW"	"Eopsaltria australis"
"QLD"	"Eopsaltria australis"
"SOA"	"Eopsaltria australis"
"VIC"	"Eopsaltria australis"
"NWC"	"Eopsaltria flaviventris"
"WAU"	"Eopsaltria georgiana"
"SOA"	"Eopsaltria griseogularis"
"WAU"	"Eopsaltria griseogularis"
"LSI"	"Eopsaltria pulverulenta"
"NTA"	"Eopsaltria pulverulenta"
"NWG"	"Eopsaltria pulverulenta"
"QLD"	"Eopsaltria pulverulenta"
"WAU"	"Eopsaltria pulverulenta"
"LSI"	"Eos bornea"
"MOL"	"Eos bornea"
"NWG"	"Eos cyanogenia"
"SUL"	"Eos histrio"
"LSI"	"Eos reticulata"
"MOL"	"Eos semilarvata"
"CRL"	"Eos squamata"
"MOL"	"Eos squamata"
"NWG"	"Eos squamata"
"SUL"	"Eos squamata"
"ASS"	"Ephippiorhynchus asiaticus"
"BAN"	"Ephippiorhynchus asiaticus"
"CBD"	"Ephippiorhynchus asiaticus"
"EHM"	"Ephippiorhynchus asiaticus"
"IND"	"Ephippiorhynchus asiaticus"
"LAO"	"Ephippiorhynchus asiaticus"
"MAQ"	"Ephippiorhynchus asiaticus"
"MYA"	"Ephippiorhynchus asiaticus"
"NEP"	"Ephippiorhynchus asiaticus"
"NFK"	"Ephippiorhynchus asiaticus"
"NSW"	"Ephippiorhynchus asiaticus"
"NTA"	"Ephippiorhynchus asiaticus"
"NWG"	"Ephippiorhynchus asiaticus"
"PAK"	"Ephippiorhynchus asiaticus"
"QLD"	"Ephippiorhynchus asiaticus"
"THA"	"Ephippiorhynchus asiaticus"
"VIE"	"Ephippiorhynchus asiaticus"
"WAU"	"Ephippiorhynchus asiaticus"
"WHM"	"Ephippiorhynchus asiaticus"
"ANG"	"Ephippiorhynchus senegalensis"
"BEN"	"Ephippiorhynchus senegalensis"
"BKN"	"Ephippiorhynchus senegalensis"
"BOT"	"Ephippiorhynchus senegalensis"
"BUR"	"Ephippiorhynchus senegalensis"
"CAB"	"Ephippiorhynchus senegalensis"
"CAF"	"Ephippiorhynchus senegalensis"
"CHA"	"Ephippiorhynchus senegalensis"
"CMN"	"Ephippiorhynchus senegalensis"
"CON"	"Ephippiorhynchus senegalensis"
"CPV"	"Ephippiorhynchus senegalensis"
"DJI"	"Ephippiorhynchus senegalensis"
"ERI"	"Ephippiorhynchus senegalensis"
"ETH"	"Ephippiorhynchus senegalensis"
"GAB"	"Ephippiorhynchus senegalensis"
"GAM"	"Ephippiorhynchus senegalensis"
"GHA"	"Ephippiorhynchus senegalensis"
"GNB"	"Ephippiorhynchus senegalensis"
"GUI"	"Ephippiorhynchus senegalensis"
"IVO"	"Ephippiorhynchus senegalensis"
"KEN"	"Ephippiorhynchus senegalensis"
"MLI"	"Ephippiorhynchus senegalensis"
"MLW"	"Ephippiorhynchus senegalensis"
"MOZ"	"Ephippiorhynchus senegalensis"
"MTN"	"Ephippiorhynchus senegalensis"
"NAM"	"Ephippiorhynchus senegalensis"
"NAT"	"Ephippiorhynchus senegalensis"
"NGA"	"Ephippiorhynchus senegalensis"
"NGR"	"Ephippiorhynchus senegalensis"
"OFS"	"Ephippiorhynchus senegalensis"
"RWA"	"Ephippiorhynchus senegalensis"
"SEN"	"Ephippiorhynchus senegalensis"
"SOM"	"Ephippiorhynchus senegalensis"
"SUD"	"Ephippiorhynchus senegalensis"
"SWZ"	"Ephippiorhynchus senegalensis"
"TAN"	"Ephippiorhynchus senegalensis"
"TOG"	"Ephippiorhynchus senegalensis"
"TVL"	"Ephippiorhynchus senegalensis"
"UGA"	"Ephippiorhynchus senegalensis"
"ZAI"	"Ephippiorhynchus senegalensis"
"ZAM"	"Ephippiorhynchus senegalensis"
"ZIM"	"Ephippiorhynchus senegalensis"
"NWG"	"Epimachus albertisi"
"NWG"	"Epimachus bruijnii"
"NWG"	"Epimachus fastuosus"
"NWG"	"Epimachus meyeri"
"BOL"	"Epinecrophylla erythrura"
"BZN"	"Epinecrophylla erythrura"
"CLM"	"Epinecrophylla erythrura"
"ECU"	"Epinecrophylla erythrura"
"PER"	"Epinecrophylla erythrura"
"ECU"	"Epinecrophylla fjeldsaai"
"PER"	"Epinecrophylla fjeldsaai"
"CLM"	"Epinecrophylla fulviventris"
"COS"	"Epinecrophylla fulviventris"
"ECU"	"Epinecrophylla fulviventris"
"HON"	"Epinecrophylla fulviventris"
"NIC"	"Epinecrophylla fulviventris"
"PAN"	"Epinecrophylla fulviventris"
"BOL"	"Epinecrophylla haematonota"
"BZC"	"Epinecrophylla haematonota"
"BZN"	"Epinecrophylla haematonota"
"CLM"	"Epinecrophylla haematonota"
"ECU"	"Epinecrophylla haematonota"
"GUY"	"Epinecrophylla haematonota"
"PER"	"Epinecrophylla haematonota"
"VEN"	"Epinecrophylla haematonota"
"BOL"	"Epinecrophylla leucophthalma"
"BZC"	"Epinecrophylla leucophthalma"
"BZN"	"Epinecrophylla leucophthalma"
"PER"	"Epinecrophylla leucophthalma"
"BOL"	"Epinecrophylla ornata"
"BZC"	"Epinecrophylla ornata"
"BZN"	"Epinecrophylla ornata"
"CLM"	"Epinecrophylla ornata"
"ECU"	"Epinecrophylla ornata"
"PER"	"Epinecrophylla ornata"
"CLM"	"Epinecrophylla spodionota"
"ECU"	"Epinecrophylla spodionota"
"PER"	"Epinecrophylla spodionota"
"NSW"	"Epthianura albifrons"
"NTA"	"Epthianura albifrons"
"QLD"	"Epthianura albifrons"
"SOA"	"Epthianura albifrons"
"TAS"	"Epthianura albifrons"
"VIC"	"Epthianura albifrons"
"WAU"	"Epthianura albifrons"
"NSW"	"Epthianura aurifrons"
"NTA"	"Epthianura aurifrons"
"QLD"	"Epthianura aurifrons"
"SOA"	"Epthianura aurifrons"
"VIC"	"Epthianura aurifrons"
"WAU"	"Epthianura aurifrons"
"NSW"	"Epthianura crocea"
"NTA"	"Epthianura crocea"
"QLD"	"Epthianura crocea"
"SOA"	"Epthianura crocea"
"WAU"	"Epthianura crocea"
"NSW"	"Epthianura tricolor"
"NTA"	"Epthianura tricolor"
"QLD"	"Epthianura tricolor"
"SOA"	"Epthianura tricolor"
"VIC"	"Epthianura tricolor"
"WAU"	"Epthianura tricolor"
"CHA"	"Eremalauda dunni"
"KUW"	"Eremalauda dunni"
"LBS"	"Eremalauda dunni"
"MLI"	"Eremalauda dunni"
"MTN"	"Eremalauda dunni"
"NGR"	"Eremalauda dunni"
"OMA"	"Eremalauda dunni"
"PAL"	"Eremalauda dunni"
"SAU"	"Eremalauda dunni"
"SUD"	"Eremalauda dunni"
"WSA"	"Eremalauda dunni"
"YEM"	"Eremalauda dunni"
"ANG"	"Eremalauda starki"
"BOT"	"Eremalauda starki"
"CPP"	"Eremalauda starki"
"NAM"	"Eremalauda starki"
"TVL"	"Eremalauda starki"
"NTA"	"Eremiornis carteri"
"QLD"	"Eremiornis carteri"
"SOA"	"Eremiornis carteri"
"WAU"	"Eremiornis carteri"
"ANG"	"Eremomela atricollis"
"ZAI"	"Eremomela atricollis"
"ZAM"	"Eremomela atricollis"
"ANG"	"Eremomela badiceps"
"BEN"	"Eremomela badiceps"
"CAB"	"Eremomela badiceps"
"CAF"	"Eremomela badiceps"
"CMN"	"Eremomela badiceps"
"CON"	"Eremomela badiceps"
"EQG"	"Eremomela badiceps"
"GAB"	"Eremomela badiceps"
"GGI"	"Eremomela badiceps"
"GHA"	"Eremomela badiceps"
"GUI"	"Eremomela badiceps"
"IVO"	"Eremomela badiceps"
"KEN"	"Eremomela badiceps"
"LBR"	"Eremomela badiceps"
"NGA"	"Eremomela badiceps"
"SIE"	"Eremomela badiceps"
"SUD"	"Eremomela badiceps"
"TOG"	"Eremomela badiceps"
"UGA"	"Eremomela badiceps"
"ZAI"	"Eremomela badiceps"
"ETH"	"Eremomela flavicrissalis"
"KEN"	"Eremomela flavicrissalis"
"SOM"	"Eremomela flavicrissalis"
"UGA"	"Eremomela flavicrissalis"
"CPP"	"Eremomela gregalis"
"NAM"	"Eremomela gregalis"
"ANG"	"Eremomela icteropygialis"
"BEN"	"Eremomela icteropygialis"
"BKN"	"Eremomela icteropygialis"
"BOT"	"Eremomela icteropygialis"
"BUR"	"Eremomela icteropygialis"
"CHA"	"Eremomela icteropygialis"
"CMN"	"Eremomela icteropygialis"
"CON"	"Eremomela icteropygialis"
"CPP"	"Eremomela icteropygialis"
"CPV"	"Eremomela icteropygialis"
"DJI"	"Eremomela icteropygialis"
"ERI"	"Eremomela icteropygialis"
"ETH"	"Eremomela icteropygialis"
"GAB"	"Eremomela icteropygialis"
"GHA"	"Eremomela icteropygialis"
"IVO"	"Eremomela icteropygialis"
"KEN"	"Eremomela icteropygialis"
"LES"	"Eremomela icteropygialis"
"MLI"	"Eremomela icteropygialis"
"MLW"	"Eremomela icteropygialis"
"MOZ"	"Eremomela icteropygialis"
"MTN"	"Eremomela icteropygialis"
"NAM"	"Eremomela icteropygialis"
"NAT"	"Eremomela icteropygialis"
"NGA"	"Eremomela icteropygialis"
"NGR"	"Eremomela icteropygialis"
"OFS"	"Eremomela icteropygialis"
"SEN"	"Eremomela icteropygialis"
"SOM"	"Eremomela icteropygialis"
"SUD"	"Eremomela icteropygialis"
"SWZ"	"Eremomela icteropygialis"
"TAN"	"Eremomela icteropygialis"
"TOG"	"Eremomela icteropygialis"
"TVL"	"Eremomela icteropygialis"
"UGA"	"Eremomela icteropygialis"
"ZAI"	"Eremomela icteropygialis"
"ZAM"	"Eremomela icteropygialis"
"ZIM"	"Eremomela icteropygialis"
"BEN"	"Eremomela pusilla"
"BKN"	"Eremomela pusilla"
"CAF"	"Eremomela pusilla"
"CHA"	"Eremomela pusilla"
"CMN"	"Eremomela pusilla"
"ERI"	"Eremomela pusilla"
"ETH"	"Eremomela pusilla"
"GAM"	"Eremomela pusilla"
"GHA"	"Eremomela pusilla"
"GNB"	"Eremomela pusilla"
"GUI"	"Eremomela pusilla"
"IVO"	"Eremomela pusilla"
"KEN"	"Eremomela pusilla"
"MLI"	"Eremomela pusilla"
"MTN"	"Eremomela pusilla"
"NGA"	"Eremomela pusilla"
"NGR"	"Eremomela pusilla"
"SEN"	"Eremomela pusilla"
"SIE"	"Eremomela pusilla"
"SUD"	"Eremomela pusilla"
"TOG"	"Eremomela pusilla"
"UGA"	"Eremomela pusilla"
"ZAI"	"Eremomela pusilla"
"ANG"	"Eremomela scotops"
"BOT"	"Eremomela scotops"
"BUR"	"Eremomela scotops"
"CAB"	"Eremomela scotops"
"CON"	"Eremomela scotops"
"CPV"	"Eremomela scotops"
"GAB"	"Eremomela scotops"
"KEN"	"Eremomela scotops"
"MLW"	"Eremomela scotops"
"MOZ"	"Eremomela scotops"
"NAM"	"Eremomela scotops"
"NAT"	"Eremomela scotops"
"RWA"	"Eremomela scotops"
"SWZ"	"Eremomela scotops"
"TAN"	"Eremomela scotops"
"TVL"	"Eremomela scotops"
"UGA"	"Eremomela scotops"
"ZAI"	"Eremomela scotops"
"ZAM"	"Eremomela scotops"
"ZIM"	"Eremomela scotops"
"KEN"	"Eremomela turneri"
"ZAI"	"Eremomela turneri"
"ANG"	"Eremomela usticollis"
"BOT"	"Eremomela usticollis"
"CPV"	"Eremomela usticollis"
"MLW"	"Eremomela usticollis"
"MOZ"	"Eremomela usticollis"
"NAM"	"Eremomela usticollis"
"NAT"	"Eremomela usticollis"
"SWZ"	"Eremomela usticollis"
"TVL"	"Eremomela usticollis"
"ZAM"	"Eremomela usticollis"
"ZIM"	"Eremomela usticollis"
"ABT"	"Eremophila alpestris"
"AFG"	"Eremophila alpestris"
"ALA"	"Eremophila alpestris"
"ALB"	"Eremophila alpestris"
"ALT"	"Eremophila alpestris"
"ALU"	"Eremophila alpestris"
"AMU"	"Eremophila alpestris"
"ARI"	"Eremophila alpestris"
"ARK"	"Eremophila alpestris"
"ASK"	"Eremophila alpestris"
"BRC"	"Eremophila alpestris"
"BRY"	"Eremophila alpestris"
"BUL"	"Eremophila alpestris"
"CAL"	"Eremophila alpestris"
"CHC"	"Eremophila alpestris"
"CHI"	"Eremophila alpestris"
"CHM"	"Eremophila alpestris"
"CHN"	"Eremophila alpestris"
"CHQ"	"Eremophila alpestris"
"CHT"	"Eremophila alpestris"
"CHX"	"Eremophila alpestris"
"CLM"	"Eremophila alpestris"
"CNT"	"Eremophila alpestris"
"COL"	"Eremophila alpestris"
"CTA"	"Eremophila alpestris"
"DEL"	"Eremophila alpestris"
"EHM"	"Eremophila alpestris"
"FIN"	"Eremophila alpestris"
"GEO"	"Eremophila alpestris"
"GRC"	"Eremophila alpestris"
"IDA"	"Eremophila alpestris"
"ILL"	"Eremophila alpestris"
"INI"	"Eremophila alpestris"
"IOW"	"Eremophila alpestris"
"IRK"	"Eremophila alpestris"
"IRN"	"Eremophila alpestris"
"IRQ"	"Eremophila alpestris"
"KAN"	"Eremophila alpestris"
"KAZ"	"Eremophila alpestris"
"KGZ"	"Eremophila alpestris"
"KHA"	"Eremophila alpestris"
"KRA"	"Eremophila alpestris"
"KTY"	"Eremophila alpestris"
"LAB"	"Eremophila alpestris"
"LBS"	"Eremophila alpestris"
"LOU"	"Eremophila alpestris"
"MAG"	"Eremophila alpestris"
"MAI"	"Eremophila alpestris"
"MAN"	"Eremophila alpestris"
"MAS"	"Eremophila alpestris"
"MIC"	"Eremophila alpestris"
"MIN"	"Eremophila alpestris"
"MNT"	"Eremophila alpestris"
"MON"	"Eremophila alpestris"
"MOR"	"Eremophila alpestris"
"MRY"	"Eremophila alpestris"
"MSI"	"Eremophila alpestris"
"MSO"	"Eremophila alpestris"
"MXC"	"Eremophila alpestris"
"MXE"	"Eremophila alpestris"
"MXN"	"Eremophila alpestris"
"MXS"	"Eremophila alpestris"
"NBR"	"Eremophila alpestris"
"NCA"	"Eremophila alpestris"
"NCS"	"Eremophila alpestris"
"NDA"	"Eremophila alpestris"
"NEB"	"Eremophila alpestris"
"NEP"	"Eremophila alpestris"
"NEV"	"Eremophila alpestris"
"NFL"	"Eremophila alpestris"
"NOR"	"Eremophila alpestris"
"NUN"	"Eremophila alpestris"
"NWH"	"Eremophila alpestris"
"NWJ"	"Eremophila alpestris"
"NWM"	"Eremophila alpestris"
"NWT"	"Eremophila alpestris"
"NWY"	"Eremophila alpestris"
"OHI"	"Eremophila alpestris"
"OKL"	"Eremophila alpestris"
"ONT"	"Eremophila alpestris"
"ORE"	"Eremophila alpestris"
"PAK"	"Eremophila alpestris"
"PAL"	"Eremophila alpestris"
"PEN"	"Eremophila alpestris"
"QUE"	"Eremophila alpestris"
"ROM"	"Eremophila alpestris"
"RUE"	"Eremophila alpestris"
"RUN"	"Eremophila alpestris"
"RUS"	"Eremophila alpestris"
"SAS"	"Eremophila alpestris"
"SCA"	"Eremophila alpestris"
"SDA"	"Eremophila alpestris"
"SWE"	"Eremophila alpestris"
"TCS"	"Eremophila alpestris"
"TEN"	"Eremophila alpestris"
"TEX"	"Eremophila alpestris"
"TKM"	"Eremophila alpestris"
"TUE"	"Eremophila alpestris"
"TUR"	"Eremophila alpestris"
"TVA"	"Eremophila alpestris"
"TZK"	"Eremophila alpestris"
"UTA"	"Eremophila alpestris"
"UZB"	"Eremophila alpestris"
"VER"	"Eremophila alpestris"
"VRG"	"Eremophila alpestris"
"WAS"	"Eremophila alpestris"
"WDC"	"Eremophila alpestris"
"WHM"	"Eremophila alpestris"
"WIS"	"Eremophila alpestris"
"WSB"	"Eremophila alpestris"
"WVA"	"Eremophila alpestris"
"WYO"	"Eremophila alpestris"
"YAK"	"Eremophila alpestris"
"YUG"	"Eremophila alpestris"
"YUK"	"Eremophila alpestris"
"ALG"	"Eremophila bilopha"
"EGY"	"Eremophila bilopha"
"IRQ"	"Eremophila bilopha"
"LBS"	"Eremophila bilopha"
"LBY"	"Eremophila bilopha"
"MOR"	"Eremophila bilopha"
"MTN"	"Eremophila bilopha"
"PAL"	"Eremophila bilopha"
"SAU"	"Eremophila bilopha"
"SIN"	"Eremophila bilopha"
"TUN"	"Eremophila bilopha"
"WSA"	"Eremophila bilopha"
"AFG"	"Eremopsaltria mongolicus"
"ALT"	"Eremopsaltria mongolicus"
"CHI"	"Eremopsaltria mongolicus"
"CHN"	"Eremopsaltria mongolicus"
"CHQ"	"Eremopsaltria mongolicus"
"CHX"	"Eremopsaltria mongolicus"
"IRN"	"Eremopsaltria mongolicus"
"KAZ"	"Eremopsaltria mongolicus"
"KGZ"	"Eremopsaltria mongolicus"
"MON"	"Eremopsaltria mongolicus"
"PAK"	"Eremopsaltria mongolicus"
"TVA"	"Eremopsaltria mongolicus"
"TZK"	"Eremopsaltria mongolicus"
"UZB"	"Eremopsaltria mongolicus"
"WHM"	"Eremopsaltria mongolicus"
"BOT"	"Eremopterix australis"
"CPP"	"Eremopterix australis"
"NAM"	"Eremopterix australis"
"OFS"	"Eremopterix australis"
"ASS"	"Eremopterix griseus"
"BAN"	"Eremopterix griseus"
"EHM"	"Eremopterix griseus"
"IND"	"Eremopterix griseus"
"NEP"	"Eremopterix griseus"
"PAK"	"Eremopterix griseus"
"SRL"	"Eremopterix griseus"
"WHM"	"Eremopterix griseus"
"BUR"	"Eremopterix leucopareia"
"KEN"	"Eremopterix leucopareia"
"MLW"	"Eremopterix leucopareia"
"MOZ"	"Eremopterix leucopareia"
"RWA"	"Eremopterix leucopareia"
"TAN"	"Eremopterix leucopareia"
"UGA"	"Eremopterix leucopareia"
"ZAI"	"Eremopterix leucopareia"
"ZAM"	"Eremopterix leucopareia"
"ANG"	"Eremopterix leucotis"
"BEN"	"Eremopterix leucotis"
"BKN"	"Eremopterix leucotis"
"BOT"	"Eremopterix leucotis"
"CAF"	"Eremopterix leucotis"
"CHA"	"Eremopterix leucotis"
"CMN"	"Eremopterix leucotis"
"CPP"	"Eremopterix leucotis"
"CPV"	"Eremopterix leucotis"
"DJI"	"Eremopterix leucotis"
"ERI"	"Eremopterix leucotis"
"ETH"	"Eremopterix leucotis"
"GAM"	"Eremopterix leucotis"
"GHA"	"Eremopterix leucotis"
"GNB"	"Eremopterix leucotis"
"GUI"	"Eremopterix leucotis"
"IVO"	"Eremopterix leucotis"
"KEN"	"Eremopterix leucotis"
"LES"	"Eremopterix leucotis"
"MLI"	"Eremopterix leucotis"
"MLW"	"Eremopterix leucotis"
"MOZ"	"Eremopterix leucotis"
"MTN"	"Eremopterix leucotis"
"NAM"	"Eremopterix leucotis"
"NAT"	"Eremopterix leucotis"
"NGA"	"Eremopterix leucotis"
"NGR"	"Eremopterix leucotis"
"OFS"	"Eremopterix leucotis"
"SEN"	"Eremopterix leucotis"
"SOM"	"Eremopterix leucotis"
"SUD"	"Eremopterix leucotis"
"SWZ"	"Eremopterix leucotis"
"TAN"	"Eremopterix leucotis"
"TOG"	"Eremopterix leucotis"
"TVL"	"Eremopterix leucotis"
"UGA"	"Eremopterix leucotis"
"ZAM"	"Eremopterix leucotis"
"ZIM"	"Eremopterix leucotis"
"BKN"	"Eremopterix nigriceps"
"CHA"	"Eremopterix nigriceps"
"CMN"	"Eremopterix nigriceps"
"CVI"	"Eremopterix nigriceps"
"DJI"	"Eremopterix nigriceps"
"EGY"	"Eremopterix nigriceps"
"ERI"	"Eremopterix nigriceps"
"ETH"	"Eremopterix nigriceps"
"GST"	"Eremopterix nigriceps"
"IND"	"Eremopterix nigriceps"
"IRN"	"Eremopterix nigriceps"
"IRQ"	"Eremopterix nigriceps"
"KUW"	"Eremopterix nigriceps"
"MLI"	"Eremopterix nigriceps"
"MTN"	"Eremopterix nigriceps"
"NGA"	"Eremopterix nigriceps"
"NGR"	"Eremopterix nigriceps"
"OMA"	"Eremopterix nigriceps"
"PAK"	"Eremopterix nigriceps"
"SAU"	"Eremopterix nigriceps"
"SEN"	"Eremopterix nigriceps"
"SOC"	"Eremopterix nigriceps"
"SOM"	"Eremopterix nigriceps"
"SUD"	"Eremopterix nigriceps"
"WHM"	"Eremopterix nigriceps"
"WSA"	"Eremopterix nigriceps"
"YEM"	"Eremopterix nigriceps"
"ETH"	"Eremopterix signatus"
"KEN"	"Eremopterix signatus"
"SOM"	"Eremopterix signatus"
"SUD"	"Eremopterix signatus"
"ANG"	"Eremopterix verticalis"
