"LEVEL_3_CO"	"SpecName"
"ETH"	"Pseudoalcippe abyssinica"
"GGI"	"Pseudoalcippe abyssinica"
"KEN"	"Pseudoalcippe abyssinica"
"MLW"	"Pseudoalcippe abyssinica"
"MOZ"	"Pseudoalcippe abyssinica"
"NGA"	"Pseudoalcippe abyssinica"
"RWA"	"Pseudoalcippe abyssinica"
"SUD"	"Pseudoalcippe abyssinica"
"TAN"	"Pseudoalcippe abyssinica"
"UGA"	"Pseudoalcippe abyssinica"
"ZAI"	"Pseudoalcippe abyssinica"
"ZAM"	"Pseudoalcippe abyssinica"
"MDG"	"Pseudobias wardi"
"REU"	"Pseudobulweria aterrima"
"BIS"	"Pseudobulweria becki"
"SOL"	"Pseudobulweria becki"
"VAN"	"Pseudobulweria becki"
"FIJ"	"Pseudobulweria macgillivrayi"
"BIS"	"Pseudobulweria rostrata"
"COO"	"Pseudobulweria rostrata"
"CPI"	"Pseudobulweria rostrata"
"CRL"	"Pseudobulweria rostrata"
"ELS"	"Pseudobulweria rostrata"
"FIJ"	"Pseudobulweria rostrata"
"GAL"	"Pseudobulweria rostrata"
"GIL"	"Pseudobulweria rostrata"
"GUA"	"Pseudobulweria rostrata"
"HBI"	"Pseudobulweria rostrata"
"LIN"	"Pseudobulweria rostrata"
"MRN"	"Pseudobulweria rostrata"
"MRQ"	"Pseudobulweria rostrata"
"MXS"	"Pseudobulweria rostrata"
"MXT"	"Pseudobulweria rostrata"
"NRU"	"Pseudobulweria rostrata"
"NSW"	"Pseudobulweria rostrata"
"NUE"	"Pseudobulweria rostrata"
"NWC"	"Pseudobulweria rostrata"
"NWG"	"Pseudobulweria rostrata"
"PHX"	"Pseudobulweria rostrata"
"PIT"	"Pseudobulweria rostrata"
"QLD"	"Pseudobulweria rostrata"
"SAM"	"Pseudobulweria rostrata"
"SCI"	"Pseudobulweria rostrata"
"SCZ"	"Pseudobulweria rostrata"
"SOL"	"Pseudobulweria rostrata"
"TOK"	"Pseudobulweria rostrata"
"TON"	"Pseudobulweria rostrata"
"TUA"	"Pseudobulweria rostrata"
"TUB"	"Pseudobulweria rostrata"
"TUV"	"Pseudobulweria rostrata"
"VAN"	"Pseudobulweria rostrata"
"WAL"	"Pseudobulweria rostrata"
"RWA"	"Pseudocalyptomena graueri"
"UGA"	"Pseudocalyptomena graueri"
"ZAI"	"Pseudocalyptomena graueri"
"ANG"	"Pseudochelidon eurystomina"
"CAB"	"Pseudochelidon eurystomina"
"CON"	"Pseudochelidon eurystomina"
"GAB"	"Pseudochelidon eurystomina"
"ZAI"	"Pseudochelidon eurystomina"
"BOL"	"Pseudocolaptes boissonneautii"
"CLM"	"Pseudocolaptes boissonneautii"
"ECU"	"Pseudocolaptes boissonneautii"
"PER"	"Pseudocolaptes boissonneautii"
"VEN"	"Pseudocolaptes boissonneautii"
"COS"	"Pseudocolaptes lawrencii"
"PAN"	"Pseudocolaptes lawrencii"
"AGE"	"Pseudocolopteryx acutipennis"
"AGW"	"Pseudocolopteryx acutipennis"
"BOL"	"Pseudocolopteryx acutipennis"
"CLM"	"Pseudocolopteryx acutipennis"
"ECU"	"Pseudocolopteryx acutipennis"
"PAR"	"Pseudocolopteryx acutipennis"
"PER"	"Pseudocolopteryx acutipennis"
"AGE"	"Pseudocolopteryx citreola"
"AGS"	"Pseudocolopteryx citreola"
"AGW"	"Pseudocolopteryx citreola"
"CLC"	"Pseudocolopteryx citreola"
"CLS"	"Pseudocolopteryx citreola"
"AGE"	"Pseudocolopteryx dinelliana"
"AGW"	"Pseudocolopteryx dinelliana"
"AGE"	"Pseudocolopteryx flaviventris"
"AGW"	"Pseudocolopteryx flaviventris"
"BZS"	"Pseudocolopteryx flaviventris"
"URU"	"Pseudocolopteryx flaviventris"
"AGE"	"Pseudocolopteryx sclateri"
"AGW"	"Pseudocolopteryx sclateri"
"BOL"	"Pseudocolopteryx sclateri"
"BZC"	"Pseudocolopteryx sclateri"
"BZS"	"Pseudocolopteryx sclateri"
"PAR"	"Pseudocolopteryx sclateri"
"URU"	"Pseudocolopteryx sclateri"
"AGE"	"Pseudoleistes guirahuro"
"BZC"	"Pseudoleistes guirahuro"
"BZL"	"Pseudoleistes guirahuro"
"BZS"	"Pseudoleistes guirahuro"
"PAR"	"Pseudoleistes guirahuro"
"URU"	"Pseudoleistes guirahuro"
"AGE"	"Pseudoleistes virescens"
"AGS"	"Pseudoleistes virescens"
"AGW"	"Pseudoleistes virescens"
"BZS"	"Pseudoleistes virescens"
"PAR"	"Pseudoleistes virescens"
"URU"	"Pseudoleistes virescens"
"HAW"	"Pseudonestor xanthophrys"
"ETH"	"Pseudonigrita arnaudi"
"KEN"	"Pseudonigrita arnaudi"
"SOM"	"Pseudonigrita arnaudi"
"SUD"	"Pseudonigrita arnaudi"
"TAN"	"Pseudonigrita arnaudi"
"UGA"	"Pseudonigrita arnaudi"
"ETH"	"Pseudonigrita cabanisi"
"KEN"	"Pseudonigrita cabanisi"
"SOM"	"Pseudonigrita cabanisi"
"TAN"	"Pseudonigrita cabanisi"
"AFG"	"Pseudopodoces humilis"
"CHC"	"Pseudopodoces humilis"
"CHN"	"Pseudopodoces humilis"
"CHQ"	"Pseudopodoces humilis"
"CHT"	"Pseudopodoces humilis"
"CHX"	"Pseudopodoces humilis"
"EHM"	"Pseudopodoces humilis"
"KGZ"	"Pseudopodoces humilis"
"MYA"	"Pseudopodoces humilis"
"NEP"	"Pseudopodoces humilis"
"TZK"	"Pseudopodoces humilis"
"WHM"	"Pseudopodoces humilis"
"AGE"	"Pseudoscops clamator"
"AGW"	"Pseudoscops clamator"
"BLZ"	"Pseudoscops clamator"
"BOL"	"Pseudoscops clamator"
"BZC"	"Pseudoscops clamator"
"BZE"	"Pseudoscops clamator"
"BZL"	"Pseudoscops clamator"
"BZN"	"Pseudoscops clamator"
"BZS"	"Pseudoscops clamator"
"CLM"	"Pseudoscops clamator"
"COS"	"Pseudoscops clamator"
"ECU"	"Pseudoscops clamator"
"ELS"	"Pseudoscops clamator"
"FRG"	"Pseudoscops clamator"
"GUA"	"Pseudoscops clamator"
"GUY"	"Pseudoscops clamator"
"HON"	"Pseudoscops clamator"
"MXC"	"Pseudoscops clamator"
"MXG"	"Pseudoscops clamator"
"MXS"	"Pseudoscops clamator"
"MXT"	"Pseudoscops clamator"
"NIC"	"Pseudoscops clamator"
"PAN"	"Pseudoscops clamator"
"PAR"	"Pseudoscops clamator"
"PER"	"Pseudoscops clamator"
"SUR"	"Pseudoscops clamator"
"TRT"	"Pseudoscops clamator"
"URU"	"Pseudoscops clamator"
"VEN"	"Pseudoscops clamator"
"VNA"	"Pseudoscops clamator"
"JAM"	"Pseudoscops grammicus"
"BZE"	"Pseudoseisura cristata"
"BZL"	"Pseudoseisura cristata"
"AGE"	"Pseudoseisura gutturalis"
"AGS"	"Pseudoseisura gutturalis"
"AGW"	"Pseudoseisura gutturalis"
"AGE"	"Pseudoseisura lophotes"
"AGS"	"Pseudoseisura lophotes"
"AGW"	"Pseudoseisura lophotes"
"BOL"	"Pseudoseisura lophotes"
"BZS"	"Pseudoseisura lophotes"
"PAR"	"Pseudoseisura lophotes"
"URU"	"Pseudoseisura lophotes"
"BOL"	"Pseudoseisura unirufa"
"BZC"	"Pseudoseisura unirufa"
"PAR"	"Pseudoseisura unirufa"
"CLM"	"Pseudotriccus pelzelni"
"ECU"	"Pseudotriccus pelzelni"
"PAN"	"Pseudotriccus pelzelni"
"PER"	"Pseudotriccus pelzelni"
"BOL"	"Pseudotriccus ruficeps"
"CLM"	"Pseudotriccus ruficeps"
"ECU"	"Pseudotriccus ruficeps"
"PER"	"Pseudotriccus ruficeps"
"BOL"	"Pseudotriccus simplex"
"PER"	"Pseudotriccus simplex"
"MLY"	"Psilopogon pyrolophus"
"SUM"	"Psilopogon pyrolophus"
"THA"	"Psilopogon pyrolophus"
"AGE"	"Psilopsiagon aurifrons"
"AGW"	"Psilopsiagon aurifrons"
"BOL"	"Psilopsiagon aurifrons"
"CLC"	"Psilopsiagon aurifrons"
"CLN"	"Psilopsiagon aurifrons"
"PER"	"Psilopsiagon aurifrons"
"AGE"	"Psilopsiagon aymara"
"AGW"	"Psilopsiagon aymara"
"BOL"	"Psilopsiagon aymara"
"AGE"	"Psilorhamphus guttatus"
"BZL"	"Psilorhamphus guttatus"
"BZS"	"Psilorhamphus guttatus"
"BLZ"	"Psilorhinus morio"
"COS"	"Psilorhinus morio"
"GUA"	"Psilorhinus morio"
"HON"	"Psilorhinus morio"
"MXC"	"Psilorhinus morio"
"MXE"	"Psilorhinus morio"
"MXG"	"Psilorhinus morio"
"MXS"	"Psilorhinus morio"
"MXT"	"Psilorhinus morio"
"NIC"	"Psilorhinus morio"
"PAN"	"Psilorhinus morio"
"TEX"	"Psilorhinus morio"
"NWG"	"Psittacella brehmii"
"NWG"	"Psittacella madaraszi"
"NWG"	"Psittacella modesta"
"NWG"	"Psittacella picta"
"AND"	"Psittacula alexandri"
"ASS"	"Psittacula alexandri"
"BAN"	"Psittacula alexandri"
"CBD"	"Psittacula alexandri"
"CHC"	"Psittacula alexandri"
"CHH"	"Psittacula alexandri"
"CHS"	"Psittacula alexandri"
"CHT"	"Psittacula alexandri"
"EHM"	"Psittacula alexandri"
"IND"	"Psittacula alexandri"
"JAW"	"Psittacula alexandri"
"LAO"	"Psittacula alexandri"
"LSI"	"Psittacula alexandri"
"MYA"	"Psittacula alexandri"
"NEP"	"Psittacula alexandri"
"SUM"	"Psittacula alexandri"
"THA"	"Psittacula alexandri"
"VIE"	"Psittacula alexandri"
"WHM"	"Psittacula alexandri"
"SRL"	"Psittacula calthropae"
"NCB"	"Psittacula caniceps"
"IND"	"Psittacula columboides"
"BAN"	"Psittacula cyanocephala"
"EHM"	"Psittacula cyanocephala"
"IND"	"Psittacula cyanocephala"
"NEP"	"Psittacula cyanocephala"
"PAK"	"Psittacula cyanocephala"
"SRL"	"Psittacula cyanocephala"
"WHM"	"Psittacula cyanocephala"
"CHC"	"Psittacula derbiana"
"CHT"	"Psittacula derbiana"
"EHM"	"Psittacula derbiana"
"MAU"	"Psittacula eques"
"AFG"	"Psittacula eupatria"
"AND"	"Psittacula eupatria"
"ASS"	"Psittacula eupatria"
"BAN"	"Psittacula eupatria"
"CBD"	"Psittacula eupatria"
"CHT"	"Psittacula eupatria"
"EHM"	"Psittacula eupatria"
"IND"	"Psittacula eupatria"
"LAO"	"Psittacula eupatria"
"MYA"	"Psittacula eupatria"
"NEP"	"Psittacula eupatria"
"PAK"	"Psittacula eupatria"
"SRL"	"Psittacula eupatria"
"THA"	"Psittacula eupatria"
"VIE"	"Psittacula eupatria"
"WHM"	"Psittacula eupatria"
"ASS"	"Psittacula finschii"
"BAN"	"Psittacula finschii"
"CBD"	"Psittacula finschii"
"CHC"	"Psittacula finschii"
"EHM"	"Psittacula finschii"
"LAO"	"Psittacula finschii"
"MYA"	"Psittacula finschii"
"THA"	"Psittacula finschii"
"VIE"	"Psittacula finschii"
"AFG"	"Psittacula himalayana"
"CHT"	"Psittacula himalayana"
"EHM"	"Psittacula himalayana"
"IND"	"Psittacula himalayana"
"NEP"	"Psittacula himalayana"
"PAK"	"Psittacula himalayana"
"WHM"	"Psittacula himalayana"
"AFG"	"Psittacula krameri"
"ASS"	"Psittacula krameri"
"BAN"	"Psittacula krameri"
"BEN"	"Psittacula krameri"
"BKN"	"Psittacula krameri"
"CAF"	"Psittacula krameri"
"CHA"	"Psittacula krameri"
"CMN"	"Psittacula krameri"
"DJI"	"Psittacula krameri"
"EHM"	"Psittacula krameri"
"ERI"	"Psittacula krameri"
"ETH"	"Psittacula krameri"
"GAM"	"Psittacula krameri"
"GHA"	"Psittacula krameri"
"GNB"	"Psittacula krameri"
"GUI"	"Psittacula krameri"
"IND"	"Psittacula krameri"
"IVO"	"Psittacula krameri"
"KEN"	"Psittacula krameri"
"MLI"	"Psittacula krameri"
"MTN"	"Psittacula krameri"
"MYA"	"Psittacula krameri"
"NEP"	"Psittacula krameri"
"NGA"	"Psittacula krameri"
"NGR"	"Psittacula krameri"
"PAK"	"Psittacula krameri"
"SEN"	"Psittacula krameri"
"SRL"	"Psittacula krameri"
"SUD"	"Psittacula krameri"
"TOG"	"Psittacula krameri"
"UGA"	"Psittacula krameri"
"WHM"	"Psittacula krameri"
"AND"	"Psittacula longicauda"
"BOR"	"Psittacula longicauda"
"MLY"	"Psittacula longicauda"
"NCB"	"Psittacula longicauda"
"SUM"	"Psittacula longicauda"
"ASS"	"Psittacula roseata"
"BAN"	"Psittacula roseata"
"CBD"	"Psittacula roseata"
"CHC"	"Psittacula roseata"
"CHS"	"Psittacula roseata"
"EHM"	"Psittacula roseata"
"IND"	"Psittacula roseata"
"LAO"	"Psittacula roseata"
"MYA"	"Psittacula roseata"
"NEP"	"Psittacula roseata"
"THA"	"Psittacula roseata"
"VIE"	"Psittacula roseata"
"NWG"	"Psittaculirostris desmarestii"
"NWG"	"Psittaculirostris edwardsii"
"NWG"	"Psittaculirostris salvadorii"
"ANG"	"Psittacus erithacus"
"BUR"	"Psittacus erithacus"
"CAB"	"Psittacus erithacus"
"CAF"	"Psittacus erithacus"
"CMN"	"Psittacus erithacus"
"CON"	"Psittacus erithacus"
"EQG"	"Psittacus erithacus"
"GAB"	"Psittacus erithacus"
"GGI"	"Psittacus erithacus"
"GHA"	"Psittacus erithacus"
"GNB"	"Psittacus erithacus"
"GUI"	"Psittacus erithacus"
"IVO"	"Psittacus erithacus"
"KEN"	"Psittacus erithacus"
"LBR"	"Psittacus erithacus"
"NGA"	"Psittacus erithacus"
"RWA"	"Psittacus erithacus"
"SIE"	"Psittacus erithacus"
"TAN"	"Psittacus erithacus"
"TOG"	"Psittacus erithacus"
"UGA"	"Psittacus erithacus"
"ZAI"	"Psittacus erithacus"
"NWG"	"Psitteuteles goldiei"
"LSI"	"Psitteuteles iris"
"NTA"	"Psitteuteles versicolor"
"QLD"	"Psitteuteles versicolor"
"WAU"	"Psitteuteles versicolor"
"BOR"	"Psittinus cyanurus"
"MLY"	"Psittinus cyanurus"
"MYA"	"Psittinus cyanurus"
"SUM"	"Psittinus cyanurus"
"THA"	"Psittinus cyanurus"
"HAW"	"Psittirostra psittacea"
"NWG"	"Psittrichas fulgidus"
"BZN"	"Psophia crepitans"
"CLM"	"Psophia crepitans"
"ECU"	"Psophia crepitans"
"FRG"	"Psophia crepitans"
"GUY"	"Psophia crepitans"
"PER"	"Psophia crepitans"
"SUR"	"Psophia crepitans"
"TRT"	"Psophia crepitans"
"VEN"	"Psophia crepitans"
"BOL"	"Psophia leucoptera"
"BZN"	"Psophia leucoptera"
"PER"	"Psophia leucoptera"
"BOL"	"Psophia viridis"
"BZC"	"Psophia viridis"
"BZE"	"Psophia viridis"
"BZN"	"Psophia viridis"
"ANG"	"Psophocichla litsitsirupa"
"BOT"	"Psophocichla litsitsirupa"
"CPP"	"Psophocichla litsitsirupa"
"CPV"	"Psophocichla litsitsirupa"
"ERI"	"Psophocichla litsitsirupa"
"ETH"	"Psophocichla litsitsirupa"
"LES"	"Psophocichla litsitsirupa"
"MLW"	"Psophocichla litsitsirupa"
"MOZ"	"Psophocichla litsitsirupa"
"NAM"	"Psophocichla litsitsirupa"
"NAT"	"Psophocichla litsitsirupa"
"OFS"	"Psophocichla litsitsirupa"
"SWZ"	"Psophocichla litsitsirupa"
"TAN"	"Psophocichla litsitsirupa"
"TVL"	"Psophocichla litsitsirupa"
"ZAI"	"Psophocichla litsitsirupa"
"ZAM"	"Psophocichla litsitsirupa"
"ZIM"	"Psophocichla litsitsirupa"
"NSW"	"Psophodes cristatus"
"NTA"	"Psophodes cristatus"
"QLD"	"Psophodes cristatus"
"SOA"	"Psophodes cristatus"
"VIC"	"Psophodes cristatus"
"SOA"	"Psophodes nigrogularis"
"VIC"	"Psophodes nigrogularis"
"WAU"	"Psophodes nigrogularis"
"NTA"	"Psophodes occidentalis"
"QLD"	"Psophodes occidentalis"
"SOA"	"Psophodes occidentalis"
"WAU"	"Psophodes occidentalis"
"NSW"	"Psophodes olivaceus"
"QLD"	"Psophodes olivaceus"
"VIC"	"Psophodes olivaceus"
"NWG"	"Pteridophora alberti"
"AFG"	"Pterocles alchata"
"ALG"	"Pterocles alchata"
"FRA"	"Pterocles alchata"
"IRN"	"Pterocles alchata"
"IRQ"	"Pterocles alchata"
"KAZ"	"Pterocles alchata"
"KGZ"	"Pterocles alchata"
"KUW"	"Pterocles alchata"
"LBS"	"Pterocles alchata"
"LBY"	"Pterocles alchata"
"MOR"	"Pterocles alchata"
"PAL"	"Pterocles alchata"
"POR"	"Pterocles alchata"
"SAU"	"Pterocles alchata"
"SIN"	"Pterocles alchata"
"SPA"	"Pterocles alchata"
"TKM"	"Pterocles alchata"
"TUN"	"Pterocles alchata"
"TUR"	"Pterocles alchata"
"TZK"	"Pterocles alchata"
"UZB"	"Pterocles alchata"
"ANG"	"Pterocles bicinctus"
"BOT"	"Pterocles bicinctus"
"CPP"	"Pterocles bicinctus"
"CPV"	"Pterocles bicinctus"
"MOZ"	"Pterocles bicinctus"
"NAM"	"Pterocles bicinctus"
"TVL"	"Pterocles bicinctus"
"ZAM"	"Pterocles bicinctus"
"ZIM"	"Pterocles bicinctus"
"ANG"	"Pterocles burchelli"
"BOT"	"Pterocles burchelli"
"CPP"	"Pterocles burchelli"
"CPV"	"Pterocles burchelli"
"NAM"	"Pterocles burchelli"
"TVL"	"Pterocles burchelli"
"ZAM"	"Pterocles burchelli"
"ZIM"	"Pterocles burchelli"
"AFG"	"Pterocles coronatus"
"ALG"	"Pterocles coronatus"
"CHA"	"Pterocles coronatus"
"EGY"	"Pterocles coronatus"
"IRN"	"Pterocles coronatus"
"LBY"	"Pterocles coronatus"
"MLI"	"Pterocles coronatus"
"MOR"	"Pterocles coronatus"
"MTN"	"Pterocles coronatus"
"NGR"	"Pterocles coronatus"
"OMA"	"Pterocles coronatus"
"PAK"	"Pterocles coronatus"
"PAL"	"Pterocles coronatus"
"SAU"	"Pterocles coronatus"
"SIN"	"Pterocles coronatus"
"SUD"	"Pterocles coronatus"
"TUN"	"Pterocles coronatus"
"WSA"	"Pterocles coronatus"
"YEM"	"Pterocles coronatus"
"ETH"	"Pterocles decoratus"
"KEN"	"Pterocles decoratus"
"SOM"	"Pterocles decoratus"
"TAN"	"Pterocles decoratus"
"BKN"	"Pterocles exustus"
"CAF"	"Pterocles exustus"
"CHA"	"Pterocles exustus"
"CMN"	"Pterocles exustus"
"DJI"	"Pterocles exustus"
"EGY"	"Pterocles exustus"
"ERI"	"Pterocles exustus"
"ETH"	"Pterocles exustus"
"GAM"	"Pterocles exustus"
"GNB"	"Pterocles exustus"
"GST"	"Pterocles exustus"
"IND"	"Pterocles exustus"
"IRN"	"Pterocles exustus"
"KEN"	"Pterocles exustus"
"MLI"	"Pterocles exustus"
"MTN"	"Pterocles exustus"
"NGA"	"Pterocles exustus"
"NGR"	"Pterocles exustus"
"OMA"	"Pterocles exustus"
"PAK"	"Pterocles exustus"
"SAU"	"Pterocles exustus"
"SEN"	"Pterocles exustus"
"SOM"	"Pterocles exustus"
"SUD"	"Pterocles exustus"
"TAN"	"Pterocles exustus"
"TOG"	"Pterocles exustus"
"WHM"	"Pterocles exustus"
"YEM"	"Pterocles exustus"
"ANG"	"Pterocles gutturalis"
"BOT"	"Pterocles gutturalis"
"CPV"	"Pterocles gutturalis"
"ERI"	"Pterocles gutturalis"
"ETH"	"Pterocles gutturalis"
"KEN"	"Pterocles gutturalis"
"NAM"	"Pterocles gutturalis"
"TAN"	"Pterocles gutturalis"
"TVL"	"Pterocles gutturalis"
"ZAI"	"Pterocles gutturalis"
"ZAM"	"Pterocles gutturalis"
"ZIM"	"Pterocles gutturalis"
"IND"	"Pterocles indicus"
"PAK"	"Pterocles indicus"
"WHM"	"Pterocles indicus"
"ALG"	"Pterocles lichtensteinii"
"CHA"	"Pterocles lichtensteinii"
"DJI"	"Pterocles lichtensteinii"
"EGY"	"Pterocles lichtensteinii"
"ERI"	"Pterocles lichtensteinii"
"ETH"	"Pterocles lichtensteinii"
"GST"	"Pterocles lichtensteinii"
"IRN"	"Pterocles lichtensteinii"
"KEN"	"Pterocles lichtensteinii"
"MLI"	"Pterocles lichtensteinii"
"MOR"	"Pterocles lichtensteinii"
"MTN"	"Pterocles lichtensteinii"
"NGR"	"Pterocles lichtensteinii"
"OMA"	"Pterocles lichtensteinii"
"PAK"	"Pterocles lichtensteinii"
"PAL"	"Pterocles lichtensteinii"
"SAU"	"Pterocles lichtensteinii"
"SIN"	"Pterocles lichtensteinii"
"SOC"	"Pterocles lichtensteinii"
"SOM"	"Pterocles lichtensteinii"
"SUD"	"Pterocles lichtensteinii"
"WSA"	"Pterocles lichtensteinii"
"YEM"	"Pterocles lichtensteinii"
"ANG"	"Pterocles namaqua"
"BOT"	"Pterocles namaqua"
"CPP"	"Pterocles namaqua"
"CPV"	"Pterocles namaqua"
"NAM"	"Pterocles namaqua"
"OFS"	"Pterocles namaqua"
"TVL"	"Pterocles namaqua"
"ZAM"	"Pterocles namaqua"
"ZIM"	"Pterocles namaqua"
"AFG"	"Pterocles orientalis"
"ALG"	"Pterocles orientalis"
"CHX"	"Pterocles orientalis"
"CNY"	"Pterocles orientalis"
"CYP"	"Pterocles orientalis"
"IRN"	"Pterocles orientalis"
"IRQ"	"Pterocles orientalis"
"KAZ"	"Pterocles orientalis"
"KGZ"	"Pterocles orientalis"
"LBY"	"Pterocles orientalis"
"MOR"	"Pterocles orientalis"
"PAL"	"Pterocles orientalis"
"POR"	"Pterocles orientalis"
"RUS"	"Pterocles orientalis"
"SIN"	"Pterocles orientalis"
"SPA"	"Pterocles orientalis"
"TCS"	"Pterocles orientalis"
"TKM"	"Pterocles orientalis"
"TUN"	"Pterocles orientalis"
"TUR"	"Pterocles orientalis"
"TZK"	"Pterocles orientalis"
"UZB"	"Pterocles orientalis"
"MDG"	"Pterocles personatus"
"BEN"	"Pterocles quadricinctus"
"BKN"	"Pterocles quadricinctus"
"CAF"	"Pterocles quadricinctus"
"CHA"	"Pterocles quadricinctus"
"CMN"	"Pterocles quadricinctus"
"ERI"	"Pterocles quadricinctus"
"ETH"	"Pterocles quadricinctus"
"GAM"	"Pterocles quadricinctus"
"GHA"	"Pterocles quadricinctus"
"GNB"	"Pterocles quadricinctus"
"GUI"	"Pterocles quadricinctus"
"IVO"	"Pterocles quadricinctus"
"KEN"	"Pterocles quadricinctus"
"MLI"	"Pterocles quadricinctus"
"MTN"	"Pterocles quadricinctus"
"NGA"	"Pterocles quadricinctus"
"NGR"	"Pterocles quadricinctus"
"SEN"	"Pterocles quadricinctus"
"SUD"	"Pterocles quadricinctus"
"TOG"	"Pterocles quadricinctus"
"UGA"	"Pterocles quadricinctus"
"AFG"	"Pterocles senegallus"
"ALG"	"Pterocles senegallus"
"CHA"	"Pterocles senegallus"
"DJI"	"Pterocles senegallus"
"EGY"	"Pterocles senegallus"
"ERI"	"Pterocles senegallus"
"ETH"	"Pterocles senegallus"
"IND"	"Pterocles senegallus"
"IRN"	"Pterocles senegallus"
"IRQ"	"Pterocles senegallus"
"KUW"	"Pterocles senegallus"
"LBS"	"Pterocles senegallus"
"LBY"	"Pterocles senegallus"
"MLI"	"Pterocles senegallus"
"MOR"	"Pterocles senegallus"
"MTN"	"Pterocles senegallus"
"NGR"	"Pterocles senegallus"
"OMA"	"Pterocles senegallus"
"PAK"	"Pterocles senegallus"
"PAL"	"Pterocles senegallus"
"SAU"	"Pterocles senegallus"
"SIN"	"Pterocles senegallus"
"SOM"	"Pterocles senegallus"
"SUD"	"Pterocles senegallus"
"TUN"	"Pterocles senegallus"
"WSA"	"Pterocles senegallus"
"COO"	"Pterodroma alba"
"FIJ"	"Pterodroma alba"
"HBI"	"Pterodroma alba"
"KER"	"Pterodroma alba"
"LIN"	"Pterodroma alba"
"MRQ"	"Pterodroma alba"
"NUE"	"Pterodroma alba"
"PHX"	"Pterodroma alba"
"PIT"	"Pterodroma alba"
"SAM"	"Pterodroma alba"
"SCI"	"Pterodroma alba"
"TOK"	"Pterodroma alba"
"TON"	"Pterodroma alba"
"TUA"	"Pterodroma alba"
"TUB"	"Pterodroma alba"
"TUV"	"Pterodroma alba"
"WAL"	"Pterodroma alba"
"BZL"	"Pterodroma arminjoniana"
"MAU"	"Pterodroma arminjoniana"
"LIN"	"Pterodroma atrata"
"MRQ"	"Pterodroma atrata"
"PIT"	"Pterodroma atrata"
"SCI"	"Pterodroma atrata"
"TUA"	"Pterodroma atrata"
"TUB"	"Pterodroma atrata"
"ATP"	"Pterodroma axillaris"
"CTM"	"Pterodroma axillaris"
"NZN"	"Pterodroma axillaris"
"CGS"	"Pterodroma baraui"
"CKI"	"Pterodroma baraui"
"MAU"	"Pterodroma baraui"
"REU"	"Pterodroma baraui"
"ROD"	"Pterodroma baraui"
"WAU"	"Pterodroma baraui"
"COO"	"Pterodroma brevipes"
"FIJ"	"Pterodroma brevipes"
"GIL"	"Pterodroma brevipes"
"HBI"	"Pterodroma brevipes"
"LIN"	"Pterodroma brevipes"
"MRQ"	"Pterodroma brevipes"
"NRU"	"Pterodroma brevipes"
"NUE"	"Pterodroma brevipes"
"NWC"	"Pterodroma brevipes"
"PHX"	"Pterodroma brevipes"
"SAM"	"Pterodroma brevipes"
"SCI"	"Pterodroma brevipes"
"SCZ"	"Pterodroma brevipes"
"SOL"	"Pterodroma brevipes"
"TOK"	"Pterodroma brevipes"
"TON"	"Pterodroma brevipes"
"TUA"	"Pterodroma brevipes"
"TUB"	"Pterodroma brevipes"
"TUV"	"Pterodroma brevipes"
"VAN"	"Pterodroma brevipes"
"WAL"	"Pterodroma brevipes"
"BER"	"Pterodroma cahow"
"JAM"	"Pterodroma caribbaea"
"COO"	"Pterodroma cervicalis"
"CPI"	"Pterodroma cervicalis"
"CRL"	"Pterodroma cervicalis"
"FIJ"	"Pterodroma cervicalis"
"GIL"	"Pterodroma cervicalis"
"HAW"	"Pterodroma cervicalis"
"HBI"	"Pterodroma cervicalis"
"KER"	"Pterodroma cervicalis"
"KZN"	"Pterodroma cervicalis"
"LIN"	"Pterodroma cervicalis"
"MCS"	"Pterodroma cervicalis"
"MRN"	"Pterodroma cervicalis"
"MRQ"	"Pterodroma cervicalis"
"MRS"	"Pterodroma cervicalis"
"MXI"	"Pterodroma cervicalis"
"NFK"	"Pterodroma cervicalis"
"NRU"	"Pterodroma cervicalis"
"NSW"	"Pterodroma cervicalis"
"NUE"	"Pterodroma cervicalis"
"NWC"	"Pterodroma cervicalis"
"OGA"	"Pterodroma cervicalis"
"PHX"	"Pterodroma cervicalis"
"SAM"	"Pterodroma cervicalis"
"SCI"	"Pterodroma cervicalis"
"SCZ"	"Pterodroma cervicalis"
"SOL"	"Pterodroma cervicalis"
"TOK"	"Pterodroma cervicalis"
"TON"	"Pterodroma cervicalis"
"TUA"	"Pterodroma cervicalis"
"TUB"	"Pterodroma cervicalis"
"TUV"	"Pterodroma cervicalis"
"VAN"	"Pterodroma cervicalis"
"WAK"	"Pterodroma cervicalis"
"WAL"	"Pterodroma cervicalis"
"ATP"	"Pterodroma cookii"
"COO"	"Pterodroma cookii"
"CPI"	"Pterodroma cookii"
"DSV"	"Pterodroma cookii"
"EAS"	"Pterodroma cookii"
"FIJ"	"Pterodroma cookii"
"GAL"	"Pterodroma cookii"
"GIL"	"Pterodroma cookii"
"HAW"	"Pterodroma cookii"
"HBI"	"Pterodroma cookii"
"KER"	"Pterodroma cookii"
"LIN"	"Pterodroma cookii"
"MRQ"	"Pterodroma cookii"
"MRS"	"Pterodroma cookii"
"MXI"	"Pterodroma cookii"
"NFK"	"Pterodroma cookii"
"NUE"	"Pterodroma cookii"
